product_name,product_category,product_price,product_description,brand_name,stock_quantity,manufacturer,sku,weight,color
Banana Peanut Butter Smoothie,Food - Frozen Foods,6270.31,,Mita,806,Shufflester,10544-590,86.4,Indigo
Dried Fruit Medley,,3305.44,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Dabshots,697,Blogspan,60914-001,90.5,Red
Mini Hand Gesture Drone,Toys,6052.75,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Wordware,44,Wikizz,21695-457,99.1,Maroon
Creamy Ranch Dressing,Food - Dressings,9581.45,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Fivebridge,539,Skinte,14783-208,7.8,Turquoise
Snap-On Tupperware Set,Kitchen,3563.73,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Eayo,362,Skilith,54738-908,27.9,Violet
High-Top Leather Boots,Clothing - Footwear,2739.01,,Bubblemix,446,Eazzy,52763-604,61.4,Violet
Teriyaki Chicken Bowl,Food - Prepared Meals,2283.36,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",,495,,0378-0092,86.6,Pink
Pet Hair Remover,Pets,1601.48,,Skipfire,438,Topicshots,54868-1613,23.9,Turquoise
Cork Yoga Mat,Fitness,9273.08,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Jamia,774,Edgepulse,0268-1415,51.7,
Cinnamon Roll Kit,Food - Baking,4228.78,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Skinix,150,Tagchat,68151-1365,1.2,Pink
Dish Rack,Kitchen,3543.1,,Eare,580,Wikido,0220-9321,34.9,Puce
Spinach and Ricotta Ravioli,Food - Pasta,4661.4,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Livetube,914,Dynabox,49967-593,95.5,Yellow
Classic Chicken Noodle Soup,Food - Canned Goods,2783.69,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Snaptags,218,Zoovu,0054-0197,14.2,Green
Weighted Jump Rope,Fitness,5462.44,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",LiveZ,544,Brightbean,0395-0467,6.4,Aquamarine
Organic Coconut Water,Food - Beverages,602.58,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Brainsphere,936,Oozz,76478-002,83.3,Purple
Portable Solar Charger,Electronics,6161.73,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Skajo,205,Vipe,,23.6,Mauv
Insulated Lunch Bag,Kitchen,6007.45,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Livefish,57,Katz,65954-564,5.5,Red
Sweet Cherry Tomatoes,,6476.68,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Bluezoom,742,Skidoo,0268-6114,22.4,Maroon
Decorative Wall Tapestry,,2500.51,,Quaxo,473,Photobug,57955-5152,48.3,Fuscia
Sunglasses Case,Accessories,6546.71,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Edgepulse,167,Gabtune,,73.8,Red
Wild Rice Pilaf,Food - Grains,4272.61,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",,412,Centimia,75990-968,92.2,Fuscia
Magnet Travel Fridge Magnets,Accessories,5998.54,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Zoomlounge,513,Meezzy,41167-4255,48.6,Fuscia
Travel Document Organizer,Travel,687.9,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Wordware,981,Skippad,0641-6013,44.1,Red
LED Makeup Mirror,Beauty,1260.32,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Thoughtworks,10,Babbleset,54868-6253,91.2,Indigo
Garden Kneeler and Seat,,9425.46,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Devpoint,597,Devshare,0378-0243,42.4,Maroon
Honey Roasted Almonds,Food - Snacks,1358.09,Fusce consequat. Nulla nisl. Nunc nisl.,Yacero,723,Ntags,,36.9,Puce
Lemon Pepper Seasoning,Food - Seasonings,7865.8,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Dabvine,859,Gigashots,57844-510,0.4,Blue
,Electronics,3635.13,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Wikizz,881,Avavee,15828-300,56.8,Blue
Dried Cranberries,Food - Snacks,1378.48,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Podcat,288,Trudeo,13537-467,93.4,Crimson
Organic Fruit Salad,,7215.74,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Oyope,611,Buzzbean,51672-2069,73.4,Puce
Garlic Herb Cream Cheese,Food - Dairy,7008.66,,Brightdog,553,Browsecat,54973-3101,98.2,Khaki
Coconut Granola,Food - Snacks,9908.78,,Brainbox,387,Twinte,10345-023,31.2,Orange
Vegetable Pizza Rolls,Food - Frozen Foods,571.56,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Jayo,146,Layo,55154-1281,62.4,Orange
Pizza Stone,Kitchen,2297.2,,Kazu,49,Voonyx,65841-632,36.9,Violet
High-Low Hem Tee,Clothing - Tops,7866.67,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Talane,465,,63304-623,84.2,Teal
Rustic Italian Breads,Food - Bakery,962.16,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Fivechat,691,Feednation,51655-053,44.5,Puce
Herbal Tea Variety Pack,,2363.45,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Vitz,753,,55154-5660,11,Indigo
Multi-Function Meat Tenderizer,Kitchen,8306.83,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Rhycero,428,Dynava,62670-3754,33.3,Violet
Personal Safety Alarm,Safety,6535.93,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Jetwire,978,Centizu,0409-4011,59.3,Green
Whisk Set,Kitchen,987.29,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Thoughtbeat,,Dabvine,63629-3646,93.7,Khaki
Bamboo Toothbrush Holder,Health,5730.52,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",,150,Youopia,58479-003,25.5,Fuscia
Pet Water Bottle,Pets,2024.81,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Zoomdog,39,Babbleset,0615-7685,57.4,Maroon
Wooden Puzzle Game,Toys,5518.75,,Layo,958,Kazu,36987-3244,94.9,Indigo
Vegan Alfredo Sauce,Food - Sauces,3680.86,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Divavu,418,Livetube,41163-809,48.4,Khaki
Smart Scale,Health,1865,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Jaxworks,225,Tagopia,49643-308,91.5,Mauv
Maple Syrup,Food - Condiments,4648.87,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Oyoba,98,Avaveo,65841-770,43.4,Violet
DIY Lip Balm Kit,Crafts,920.29,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Mycat,724,Quinu,53038-001,79,Green
Low-Fat Yogurt,,7601.09,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Jabberstorm,284,Plambee,66116-437,52.9,Crimson
Smart Light Switch,,1883.12,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Zazio,497,Lajo,10812-247,41.7,Teal
Garden Vegetable Soup,Food - Canned Goods,146.42,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Twinte,324,Fanoodle,54868-4211,38.8,Yellow
Pocket Blanket,Outdoor,4024.48,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Vitz,986,Vimbo,64942-1038,55.7,Teal
Acoustic Guitar,Music,5078.5,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Eazzy,774,Browsezoom,54569-5760,67.9,Goldenrod
High-Waisted Skirt,Clothing - Bottoms,6610.61,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Realfire,,Yakijo,0268-0865,30.3,Red
Essential Oil Roller Bottles,Health,989.13,In congue. Etiam justo. Etiam pretium iaculis justo.,Dazzlesphere,432,Skinder,61715-079,71,Pink
Pocket Blanket,Outdoor,8527.3,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Voomm,855,Linklinks,64058-413,61.2,Goldenrod
Cranberry Almond Biscotti,Food - Bakery,311.13,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Zoonder,559,Roomm,49738-388,18.1,Aquamarine
Printed Maxi Skirt,Clothing - Skirts,8771.74,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Agivu,121,Jayo,41190-548,87.5,Goldenrod
Roasted Garlic,Food - Condiments,6480.08,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Skibox,375,Quinu,11084-070,68.6,Indigo
Sriracha Honey Glaze,Food - Sauces,1659.36,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Myworks,364,Youbridge,62742-4051,97.1,Blue
Sweet Potato and Chickpea Bowl,,6423.65,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Trudeo,308,Kamba,53645-1280,36.4,Aquamarine
Vegan Chocolate Cake Mix,Food - Baking,6569.73,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Snaptags,901,Skipstorm,23155-487,15.7,Orange
Kids' Science Experiment Kit,Toys,5971.11,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Thoughtworks,,Meevee,52533-005,25.1,Violet
Garam Masala Spice Blend,,7205.43,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Kwimbee,325,Skippad,69196-1001,91.1,Teal
Slim Fit Chinos,Clothing - Pants,4631.39,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Skynoodle,625,Dynabox,64117-993,6,Pink
